Comentário;Sentimento
Bons beneficios, pessoas legais, ambiente agradavel.;positivo
Muitas coisas apenas para inglês ver, a alta gestão não se preocupa com o bem estar dos funcionários e não tem opção de trabalho híbrido.;negativo
Benefícios como VÁ e VR;positivo
Falta de clareza nas mudanças da empresa;negativo
Salário e vale refeição bons;positivo
"Demora muito para promover funcionários, erradicando home office sem justificativa plausível, demissões em massa. Era um ótimo ambiente de trabalho, atualmente a diretoria tem piorado as condições de trabalho diariamente para ""desinchar"" o quadro de funcionários";negativo
Bons parceiros, ambiente amigável e confortável;positivo
Deve trabalhar presencial em BH;negativo
Salários na média do mercado e benefícios bons por se tratar do setor bancário, apesar de não ter PLR.;positivo
Modelo Presencial e Não tem plr;negativo
Ticket altíssimo e muitas oportunidades para quem está iniciando na carreira.;positivo
Nada relacionado à instituição / empresa;negativo
Salário a nível bancário VR e VA;positivo
Inflexíveis contra o homeoffice Fazem dar prejuízos para não pagar PLR Preços absurdos nas lanchonetes dentro da sede Benefícios somente para gerência e acima Ficar no mesmo cargo por muito tempo, mesmo sendo destaque;negativo
Benefícios bons, VR e VA;positivo
PL muito baixa, no ano de 2023 não teve;negativo
Trabalhei lá por mais de 1 ano e gostei bastante dos desafios e de trabalha com a stack de tecnologias que a empresa ofere. O squad do qual fiz parte tinha um líder muito bom, nunca forçando a cobrando das demandas, sempre muito acolhedor e analista. Sempre segurava a barra quando algo dava errado, então os desenvolvedores do time sentiam pouca pressão. Foi realmente uma ótima liderança do time. Como meu líder permaneceu o mesmo desde que entrei no Inter até o momento de que sai, não sei dizer muito sobre os outros squads, mas acredito que nem todos eram assim. Além disso, acredito que o salário para padrões brasileiros é muito bom. Stack de tecnologia muito atual e com um conjunto de automações abrangente, sempre auxiliando o desenvolvedor a fazer entrega de uma forma segura e rápida, coisa que é muito difícil de se encontrar em outras empresas.;positivo
Acredito que o maior contra do Inter nesse período que trabalhei lá é a burocracia para se pedir alguma informação ou requisitar alguma mudança. Até consigo entender que por se tratar de um banco validações são necessárias, mas acredito que exista um exagero.;negativo
Ótimas condições de trabalho, bons benefícios, ótimas oportunidades de crescimento, horário flexível.;positivo
Políticas internas precisam ser revistas.;negativo
 É boa para aprender e evoluir tecnicamente.  Os benefícios são bons por serem de mesma magnitude dos bancões por exemplo.;positivo
 Salário abaixo do mercado pelo menos se comparado com abrangência nacional como é possível hoje.  Não adotaram o homeoffice (para algumas pessoas isso não é um contra).  Políticas de cargo e salários não muito claros ou pelo menos você tem um sentimento que não tem uma atenção a isso.;negativo
Benefícios alimentação e plano de saúde. Infraestrutura muito boa.;positivo
Desorganização da alta gestão, definição de prioridades;negativo
Valerefeição e vale alimentação muito bons;positivo
 plano de saúde com coparticipação  não tem plano de carreira  não tem acompanhamento com lideranças  as metas dos times não são passadas para os analistas  trabalho 100% presencial;negativo
Empresa possui uma boa estrutura física, porem;positivo
Desrespeito aos funcionários, assédio moral e falta de oportunidades para crescimento.;negativo
VA/VR tem um valor bom, é pago mesmo durante as férias (por enquanto), e é Sodexo. Pra quem trabalha com TI, a parte de tecnologia é muito interessante.;positivo
Forçaram uma volta 100% presencial mesmo vendendo, na hora da contratação, que era home office. O prédio, por sua vez, não possui estrutura para tantos funcionários: esperar o elevador é pior que esperar ônibus. Não há acessórios básicos para todos os colaboradores, como monitores, mouse e teclado. Tratase de uma empresa de família com uma estrutura topdown, as ordens vem de cima e sem o conhecimento ou participação das lideranças, o que inviabiliza qualquer planejamento. O planejamento muda a cada minuto, conforme as novas diretrizes do alto escalão. Há uma falta de comunicação tremenda, a exemplo do suposto congelamento de aumentos e promoções que ninguém do RH confirma, mas é o que nos é passado e, curiosamente, alguns colaboradores continuam sendo promovidos. Seriam familiares da diretoria? Amigos? Vai saber. Se questionar é capaz de ser demitido. Vendem, durante o processo de admissão, uma PLR de 2 salários, balela. Quando tem PLR, que não foi o caso neste ano, é um valor ridículo. O plano de saúde é péssimo também, além de cobrar coparticipação, cobram uma mensalidade e cobram por dependente também. Única parte boa é a cobertura, que é da Amil. Não tem previdência privada pros funcionários. Não tem gympass ou qualquer outro benefício voltado pra qualidade de vida. Fecharam o refeitório, que mal suportava a quantidade de funcionários, e não deram nenhuma justificativa. Colocaram 10 mesas na rua, debaixo do sol, e falaram pros funcionários almoçarem lá. Nem microondas colocaram pra esquentar a comida. Existe uma lanchonete dentro da sede que é absurdamente cara e não é nem tão boa assim. Não tem café em todos os andares, tem que ficar esperando o elevador pra pegar um pouco de café.;negativo
A maioria dos colaboradores são agradáveis, proativos, e dispostos ajudar. Benefícios são bons, mas não se enganem, apensas o que o sindicato garante por lei a qualquer instituição financeira. Nada além do obrigatório.;positivo
Empresa era muito boa, clima bom. Agora vivemos de aparências. É fácil perceber pela falta de engajamento dos funcionários no Linkedln. Antes tinham orgulho de ser sangue laranja, agora somos apenas funcionários acuados trabalhando pelo dinheiro e falta de opção. Após novembro/22 presencial obrigatório sem flexibilidade para quem mora em BH, porém quem mora na região metropolitana não precisa comparecer e não tem regra ou igualdade para todos. Empresa Top Down sem transparencia, para o mercado falam que deu lucro, mas nada de PLR há praticamente 2 anos. Inventam metas agressivas e quando atingimos tiram pontos para não pagarem. Não se posicionaram no natal com nenhuma mensagem ao funcionário. Tiraram recentemente o refeitório e mandaram os funcionários almoçarem no tempo (mesas do lado de fora da empresa na esplanada). Panelinha entre as gestões, se for amigo consegue promoção, se não for vai ficar na mesma posição. Lanchonete abusiva, após obrigatoriedade do presencial aumentaram os preços consideravelmente. RH inexistente, passam pelos funcionários e nem cumprimentam, como se não fossem pessoas dignas de conversar. Falam apenas com a alta gestão. Criam áreas e contratam pessoas, e dispensam as pessoas em questão de meses sem explicação coerente. Criam produtos, atiram para todos os lados sem estudo correto de viabilidade. Não tem foco nos produtos e acabam tendo prejuízo e tudo quem paga é o funcionário. Layoff mensalmente, dispensam funcionários todos os meses. Todo inicio de mês é uma tortura. Mas não se pode falar que é Layoff. Se discordar é cortado da empresa. Estamos vivendo a ditadura dentro da empresa.;negativo
Pessoas incríveis, todos se ajudam, muita autonomia do desenvolvedor.;positivo
"No momento não recomendo. Semana passada (dia 25/11/22) anunciaram de última hora que querem todos de volta ao escritório no dia 01/12/22. Pouquíssimo tempo para as pessoas se organizarem, quem tem filho encontrar quem possa cuidar, enfim... um caos. Os escritórios e sede do Inter nem tem suporte para todo mundo. Uma péssima atitude do banco e feita de forma amadora. Isso tudo com a ""desculpa"" dada pelo CEO, que essa é a cultura do Inter. Cultura ultrapassada e que vai fazer perder muito profissionais, os melhores serão os primeiros a irem embora. Boa sorte ao banco encontrando bons profissionais que queiram trabalhar presencialmente todo santo dia.";negativo
Oportunidade de construir, clima agradável.;positivo
Nada relacionado à instituição / empresa.;negativo
Pagamento de VR Pagamento de VA Plano de saúde Amil Auxílio creche;positivo
Precisar de trabalhar no escritório.;negativo
Ambiente legal, bons profissionais, bons equipamentos, liberdade, opiniões são ouvidas e discutidas.benefícios e salários muito bons;positivo
Volta 100% do presencial, sem aviso prévio. Não tem um plano de carreira muito bem definido.;negativo
Bom plano de saúde e benefícios do setor bancário.;positivo
Contratam profissionais para trabalho híbrido e torna 100% presencial. Algumas equipes trabalham para atrapalhar as outras ao que parece. Removeram até o refeitório (que já não comportava o fluxo de pessoas). Elevadores sempre lotados. Bem triste tudo que está acontecendo.;negativo
 VR e VA muito atrativos.;positivo
 Cultura retrógrada quanto ao Home Office. O CEO do Banco declarou retorno ao presencial de forma unilateral, sem considerar os problemas estruturais da sede, que agora sofre de super lotação em todas as suas instalações.  Gestão comercial confusa. A Diretoria não sabe qual direcionamento tomar, decisões deixam de ser tomadas o que acaba tornando o trabalho muito confuso e repetitivo.  Ausência de bônus.  Ausência de plano de carreira.;negativo
benefícios, contrato, plano de saúde;positivo
objetivos, plano de carreira, cultura;negativo
Oportunidades Flexibilidade Constante mudança Ambiente agradável;positivo
Não tenho nenhum contra em relação a trabalhar na instituição;negativo
Uma boa empresa, com uma boa remuneração. Possui um bom vale refeição/alimentação.;positivo
PLR bem abaixo dos outros competidores do mercado.;negativo
Benefício de não cobrar o VR e VA;positivo
Tecnologias ultimamente paradas e sem evolução;negativo
Vale refeição  vale alimentação;positivo
 modelo 100% presencial  plano de carreira falho;negativo
ótimos profissionais com diversos níveis de conhecimento Ótimos benefícios Cultura datadriven em amadurecimento;positivo
100% presencial Demora mais pegar o elevador do que o ônibus Aumento bizarro no preço das coisas no intercafe após retorno ao presencial;negativo
O pacote de remuneração da empresa é excelente.;positivo
Não importa se você está bem no trabalho, uma demissão surpresa sempre pode acontecer.;negativo
Salário acima da média e bom pacote de benefícios, boas possibilidades de crescimento profissional;positivo
Home office não é bem aceito, processos internos burocráticos;negativo
Oportunizam pessoas sem muita experiência específica, escutam bastante os funcionários, cobrança consciente.;positivo
Não existe remuneração variável nem progressão de carreira, a empresa vive em prol de trocar o pneu com o carro andando, nada é organizado, nada é planejado com a devida antecedência.;negativo
Clima bom, equipe unida e salário dentro do esperado.;positivo
Temos pouca autonomia nas tomadas de decisão, as funções são mau definidas e fazemos praticamente o mesmo serviço de um gerente, porém ganhando menos.;negativo
eu amo meu emprego nao tem oto;positivo
nao tem contras banco inter mt top;negativo
" Tecnologia de ponta  Boa infra  ""Ambiente descontraido""  Muito bom pra aprender sobre tecnologia e elevar a carreira  VR e VA são bons mas são benefícios de Banco";positivo
 Se panela te incomoda fuja desse lugar, eles abertamente promovem grupinhos que vao ter preferencia na hora de serem promovidos.  RH inexiste, se vc passou por alguma situacao vai ficar por isso mesmo.  Lideres novos e inexperientes.  Ambiente descontraído se mistura com falta de profissionalismo em algumas ocasiões  Salário abaixo do mercado  Sem home office;negativo
Valerefeição, salário, equipe interna, desafios, estrutura;positivo
Ambiente, falta de ações do RH,;negativo
Grande autonomia dos projetos para inovação, oferece beneficios padrão;positivo
Pessimo desenvolvimento de pessoas, falta de ações de dia a dia para proximidade da empresa, prometeram pagamento de PL mas não foi efetivado, ciclos de promoções parados ou confusos;negativo
Alguns colegas de trabalho são legais e os benefícios acordados pelo sindicato são bons.;positivo
Pensamento retrógrado por parte da presidência ao exigir a volta ao presencial, sem memso ter feito uma pesquisa de clima com os colaboradores e ao mesmo tempo congelaram as vagas, tanto para reposição quanto aumento de quarto, o que dá a entende que querem reduzir quadro. Sem dizer que não pensam na qualidade de vida do colaborador. Líderes despreparados em sua maioria, centralizadores e que na prática nada tem de ágil. Métodos ágeis apenas no papel!;negativo
Empresa leve, turma gente boa.;positivo
Muita politicagem, pouco foco em resultado.;negativo
Nao tem nenhum fator positivo nesse quesito.;positivo
A transparência sobre informações de PL nao sao claras e nao acontece mais.;negativo
Empresa muito humana com os funcionários.;positivo
Fica muito longe da MINHA casa;negativo
Lots of challenges, good coworkers and market marching salary.;positivo
The communication is very poor, and some decisions are questionable.;negativo
Apenas a entrevista foi humanizada;positivo
Quem tem indicação interna, tem costa quente e puxa saco que consegue crescer. Gestores despreparados, preconceituosos, atitudes desumanas, ameaças psicológicas, entre outras coisas que deixa desestabilizado qualquer profissional.;negativo
"Trabalhar com o MacBook; Cadeiras e mesas do prédio são boas; Ambiente agradável.";positivo
"Sentia dores de cabeça todo dia por causa da iluminação do prédio; Sem possibilidade de trabalho remoto; Falta de plano de carreira; Trabalho engessado e preso a uma coisa só: falta de desenvolvimento com outras atividades da área; Falta de flexibilidade de horários; Valor de participação nos lucros e resultados baixo: não conte com esse dinheiro!";negativo
Beneficios bons, ambiente excelente, baixa burocracia em todos os processos, ferramentas top de mercado.;positivo
Falta de reconhecimento/promoções, Cargos indicados (QI);negativo
VR e VA porém só por conta do sindicato.;positivo
"Empresa sem muitos benefícios; Volta do presencial; Falta de nivelamento dos profissionais, pessoas em cargos seniores que nao sabem o básico que o seu cargo necessita, o que prejudica os outros funcionários; Demissão em massa disfarçada. O que vemos no linkedin nao passa perto da realidade da empresa.";negativo
Salário e benefícios (que são aplicados por conta do Sindicato);positivo
"A empresa forçou o modelo presencial, com base apenas nos interesses da alta liderança. Não houve comunicação e escuta antecipada com os trabalhadores. As pessoas se viram obrigadas a ir ao presencial, sem conseguir organizar sua vida pessoal. Fazem uma definição completamente genérica de ""cultura da empresa"", nos pedem para ser #sanguelaranja mas não se importam com nossas necessidades.";negativo
Salário, benefícios e reconhecimento dos funcionários;positivo
Modalidade de trabalho presencial, contra o fluxo do mercado de TI;negativo
O ticket VA e VR são bons;positivo
Empresa não paga PLR para funcionários mesmo declarando lucro absurdo para investidores;negativo
Benefício e participação dos lucros obrigatória pelo sindicato;positivo
Ma gestão e falta de oportunidade;negativo
. Benefícios VA e VR . Plano de saúde;positivo
. Sem homeoffice . Falta de plano de carreira . Demora em promover os funcionários . Gestares desqualificados;negativo
Bons salários, flexibilidade de horário, ótimo benefício de vale alimentação/refeição.;positivo
Uma empresa focada no digital, mas com cultura de trabalho presencial nos 5 dias da semana. Algumas vezes falta transparência na comunicação e processos bem alinhados/ a serem seguidos. O plano de saúde é com coparticipação e não tem uma boa cobertura de médicos/exames.;negativo
Salário e benefícios atendem bem.;positivo
Muita pressão, muita demanda para prazos curtos,lhe fazendo trabalhar fora do expediente para cumprir o prazo. Sinto que falta organização entre as tribos.;negativo
Muita autonomia para trabalhar, favorece o espirito empreendedor. Uso de novas tecnologias. Ticket top.;positivo
Exigiu o retorno de home office, plano de saúde poderia ser melhor e sem desconto para dependentes.;negativo
Era uma startup inovadora com grande potencial;positivo
Acabou com o modelo home office de maneira bruta, sem respeito aos vários colaboradores;negativo
Como qualquer banco, somente os vales refeição e alimentação.;positivo
Empresa precisa ser notificada pelo sindicato para pagar as bonificações estabelecidas pela convenção coletiva caso contrário não cumpre. Áreas não conversam e não possui um planejamento ou estruturação básica para o bom funcionamento.;negativo
Benefícios bons devido ao sindicato dos bancários;positivo
Líderes que não tem senioridade. Falta de planejamento e transparência. Amadorismo (parece que to trabalhando na casa da mãe joana as vezes). Cafe carissimo!!!!!! O estacionamento fica vazio mas falam que não tem vaga pra todos. Presencial em pleno 2023 sendo que é uma empresa pautada no super app 100% digital e simples. Simples pra todos menos pros colaboradores ne???;negativo
Benefícios bancários, vale refeição e alimentação alto (1900 os dois).;positivo
Não valorizam os funcionários: não existe clareza sobre processos de promoção, sobre participação nos lucros, sobre perspectiva de carreira. E não se preocupam em informar.;negativo
Topissimo melhor empresa do país;positivo
Nenhum nada a reclamar dessa empresa maravilhosa;negativo
Os benefícios são ótimos, plano de saúde, VT, VR;positivo
Rotatividade alta. Empresa não valoriza o funcionário. Somos apenas um número;negativo
Para o mercado de Belo Horizonte os benefícios são bons;positivo
Não tem possibilidade de fazer home office;negativo
Benefícios são bons e, na minha equipe, o ambiente de trabalho é bacana.;positivo
PLR praticamente inexistente, ambiente de trabalho estressante. Trabalho 100% presencial. A impressão é que a empresa quer mais parecer ser descolada, do que realmente ser boa para os funcionários.;negativo
Times muito bons de trabalhar;positivo
Fomos obrigado a voltar para o presencial;negativo
Muita tecnologia nova e pessoas experientes.;positivo
Como é um banco a burocracia muitas vezes fala mais alto.;negativo
Salário e benefícios excelentes, acima do que o mercado oferece;positivo
PLR mais absurdamente baixa paga comparada a todos os bancos do mercado. Falta de preparo dos líderes que criam picuinhas desnecessárias, impedem seus liderados de participar de processos internos e beneficiam somente aqueles que não questionam nenhum tipo de processo interno. Liderança tóxica, ambiente de CS extremamente tóxico e não há méritrocacia. Cultura do medo dentro da área, pq são ameaças de demissão a todo momento. Fora o benefício, nada de bom.na área;negativo
Ambiente ótimo, sem muita cobrança.;positivo
PL baixa, cerca de 1 salário. Não possui plano de carreira;negativo
Times muito bons para trabalhar;positivo
Pouco visibilidade sobre a PLR;negativo
Ambiente agradável e empresa em crescimento.;positivo
Pouca oportunidade de crescimento individual.;negativo
Ticket alto, remuneração acima do mercado.;positivo
100% presencial em um lugar com trânsito caótico, PL baixa ou inexistente, funcionários sobrecarregados.;negativo
O Inter tem cara de Startup, estrutura de banco tradicional e uma cultura amigável e acolhedora. Pessoas e times são acessíveis, tem espaço para crescimento e experimentação (seja de produtos ou ferramentas), mas é uma empresa sólida com pessoas fantásticas.;positivo
Existe uma certa dificuldade em coordenar muitos projetos em paralelo/simultâneos, Iniciativas e funções duplicadas e certa ineficiencia em controle de custos. Estruturas de times ainda muito em silos, no entanto mudando aos poucos.;negativo
Bons benefícios, bom salário e boa equipe;positivo
Acabou o Home Office e não tem mais GymPass.;negativo
Empresa muito bacana, aprende muito, tecnologias do mercado, equipes bacanas;positivo
Obrigam você a ir presencial, mesmo com pandemia;negativo
Benefícios, contudo são estipulados pelo sindicato.;positivo
Clima organizacional, gestão, cultura nepotista.;negativo
Te dão liberdade. Ambiente descontraído.;positivo
Presencial sem necessidade. Modelo engessado de negócio. Muitos gerentes. Reconhecimento tardio.;negativo
Muito bom. Recomendo bastante para todos.;positivo
Muito bom. Recomendo bastante para todos da área.;negativo
Abertura horizontal, bons benefícios e clima agradavel;positivo
Empresa desorganizada, onde reina o paternalismo.;negativo
 Beneficios  Bom Salário  Stack;positivo
 Trabalho 100% presencial  Plano de Carreira não é claro;negativo
Bom lugar para se trabalhar. Tecnologias boas e ambiente legal;positivo
Falta de Transparência sobre decisões importantes;negativo
Times muito bons, salário ok.;positivo
Trabalho presencial em pleno 2022.;negativo
Autonomia no desenvolvimento das demandas Reconhecimento do serviço Ambiente muito colaborativo Boa oportunidade de crescimento de carreira Bons benefícios;positivo
Plr todo ano muda de critério;negativo
Alimentação, refeição, plano de saúde, salario em dia;positivo
Imposição do presencial, falta de promoções, pouco foco no core bancário gerando pouco lucro pra instituição, consequentemente uma PLR muito pequena, falta de harmonia entre as tribos;negativo
Cultura super tranquila e tecnologia inovadoras para se trabalhar.;positivo
Está voltando com o presencial e a participação nos lucros está vindo baixa.;negativo
Boa remuneração Bons benefícios Ótimos lideres/Coodenadores Tecnologias atuais Grande chance de aprendizado e crescimento;positivo
Em transição para trabalho presencial;negativo
Decimo do VRVA, Não exige o batimento do pontos, ótimos profissionais.;positivo
Não adoção de trabalho hibrido ou remoto oficialmente;negativo
Bons benefícios, equipe sensacional, bom salário, ótimos materiais de trabalho;positivo
A mudança pro trabalho presencial foi muito repentina, e pegou todos de surpresa. Sem nenhum pré aviso todos foram “convidados” a retornar ao trabalho presencial.;negativo
Benefícios, Plano de saúde, trabalho dinâmico, pessoas maravilhosas.;positivo
Falta de feedback, muitos gerentes sem amor pelo o que faz, trabalho obrigatoriamente PRESENCIAL, não pagam PLR mesmo com lucro.;negativo
Ambiente dinâmico e possibilidade de aprendizado;positivo
Falta de plano de carreira;negativo
Paga muito bem, alelo excelente.;positivo
Meta altíssima! Exorbitante de 1.800,000,00 por mês!;negativo
A empresa tem vontade de crescer e aceita novas ideias;positivo
Equipes muito acomodadas e empresa desorganizada;negativo
Tecnologias de ponta no mercado;positivo
Sem nada contra pra falar;negativo
Alimentação e refeição. Área de descontração Kaizen;positivo
Líderes fracos Feadbacks fraco Não tem programas de incentivo ao esporte (Gympass) PL e PCR não existem Home office não existe Apagar incêndio toda hora, pois muita coisa é mal estruturada;negativo
O prédio é bonito e a localização é boa;positivo
Paga mal, pouca flexibilização, valorizam pouco quem já está lá dentro;negativo
Salário alto comparativamente, meritocracia, oportunidade de crescimento acelerado pra quem quer trabalhar e entregar mais que a média, qualidade de vida e ambiente/pessoas excelentes.;positivo
Salário variável comparado aos bancos de SP;negativo
Equipe muito unida, time se ajuda muito. Boas lideranças;positivo
Volta ao formato de trabalho presencial.;negativo
Equipe colaborativa Espaço para propor ideias Desafios e tecnologias interessantes;positivo
Faltam fóruns recorrentes de discussão técnica Promoções são incógnitas;negativo
Bons benefícios, ambiente saudável, oportunidade crescimento.;positivo
Trabalho presencial obrigatório sem aviso prévio.;negativo
Ambiente, Colegas, Salário, Benefícios, oportunidades.;positivo
Não há contras a ser relatado.;negativo
Ótima empresa pra trabalhar, aprendizado contínuo e clima muito leve!;positivo
Não consigo listar no momento;negativo
Autonomia Espaço para empreender Pessoas prestativas Local leve e descontraído Boas lideranças;positivo
Adoção do modelo presencial adotada de forma pouco transparente e preocupada com as pessoas Pouco desdobramento estratégico Muitas falhas de comunicação entre áreas Muitos silos que acabam dificultando o sentimento de unidade do Inter;negativo
Beneficios, Participação de Lucros e Remuneração;positivo
Trabalho presencial e algumas coisas sem um aviso.;negativo
Bastante autonomia dentro da empresa;positivo
Não teve PLR, quando pagam vem apenas um bônus e as vezes só pra cargos superiores, volta do presencial sem consultar as lideranças e sem aviso prévio e incentivos a sair da empresa;negativo
Equipe boa, talentosa e engajada. alta performance.;positivo
Empresa familiar. Se vão pagar PLR as metas são revisadas pra cima, se não vão pagar, as metas continuam as mesmas. 100% presencial. São a favor da poluição, pois exigem deslocamento de todos e são a favor de complicar a vida e não de simplificar.;negativo
Regime híbrido, vale alimentação e refeição excelente;positivo
PL abaixo do valor considerando outros bancos.;negativo
Empresa grande, com ótima cultura. Ótimo processo de onboarding.;positivo
Devido a ser um banco, a burocracia interna é um pouco grande, causando certa lentidão no processo.;negativo
"O emprego é bom, é possível evoluir profissionalmente e dar um ""up"" na carreira. Salário ok, benefícios ótimos.";positivo
Bônus/variável não tão bons, empresa muito descentralizada, a experiência depende totalmente de quem é seu chefe/diretor  se vai ser legal e positivo ou apenas uma pressão e cobrança sem fim.;negativo
Ambiente desafiador, feedback aberto e possibilidade de crescimento;positivo
Ritmo acelerado, baixo nível de planejamento, falha de comunicação,;negativo
Muitos colegas legais e competentes;positivo
O Inter tinha tudo pra ser ótimo mas é uma decepção na prática. Não tem meritocracia, é muito desorganizado, as lideranças são despreparadas e antiquadas. PL inexistente e os salários são bem abaixo do mercado. Nao sabem aproveitar talentos. Muito discurso bonito mas a prática é o oposto;negativo
Bons benefícios, ótimo ambiente e colegas de trabalho;positivo
Progressão de carreira um pouco subjetiva.;negativo
Boa empresa para se trabalhar;positivo
Sem grandes contras para comentar;negativo
VR / VA Muito Bom;positivo
Acabaram com o trabalho remoto para as sedes;negativo
Autonomia pra trabalhar Benefícios bancários Comissão Não bater ponto;positivo
Sistema ruim, empresa desorganizada, demora na comunicação interna, taxas muitas altas para a cobrança que fazem;negativo
*Boa estrutura *Liberdade para sugestões nas soluções independente de cargo *Comunicação ampla entre times;positivo
*Falta opções de benefícios *Plano de saúde com desconto mensal + coparticipação;negativo
Benefícios acima da média do mercado;positivo
Atualmente só visam o lucro;negativo
Cultura leve, pouca burocracia, benefícios são bons;positivo
Não é a favor do home office, reconhecimentos são mais demorados, falta de processos;negativo
empresa com muitas oportunidades de crescimento e visão de mercado. muita oportunidade de desenvolvimento;positivo
alinhamento entre as áreas é ruim;negativo
Galera muito animada e unida;positivo
Algumas decisões são postergadas o que dificulta algumas entregas.;negativo
Empresa boa para se trabalhar;positivo
Empresa ok para se trabalhar;negativo
Clima excelente, ótimo VA e VR;positivo
100% presencial, sem PL, salário abaixo do mercado, empresa familiar;negativo
Excelente ambiente de trabalho, com autonomia e confianca.;positivo
Trabalho 100% presencial nos escritorios de bh e recife.;negativo
Pouca burocracia Aberta a inovações e teste de novas ideias Gestão atenta e presente Extrema autonomia para todos os cargos;positivo
Padronização de processos ainda está em fase de amadurecimento;negativo
Empresa permite bom work life balance;positivo
Remuneração pouco competitiva comparada ao mercado;negativo
Empresa com bom clima organizacional e bons benefícios.;positivo
Falta de definição sobre plano de carreira;negativo
Ambiente leve, descontraído, inclusivo e cheio de gente jovem;positivo
Cálculo de PLR não é transparente e o vale refeição é sodexo, apesar de ser um valor alto;negativo
Ambiente saudável Pouca valorização dos profissionais por desempenho.;positivo
Salário baixo para cargos CLT (para estágio é bom porque o piso salarial de banco é alto).;negativo
Salário, horário flexível e boa gestão.;positivo
Burocracia, Politicagem, poucos benefícios para um banco. Ausencia de demanda, pouco crescimento.;negativo
Empresa bastante flexível e com bons benefícios;positivo
Falta de clareza quanto aos objetivos;negativo
Ótimos benefícios e salários acima da média do mercado;positivo
Falta organização interna no desenvolvimento dos projetos;negativo
A squad na qual trabalho, tem o espírito colaborativo muito incrível! No geral, todas as vezes que precisei de suporte em outros times, obtive de forma leve e agradável.;positivo
A PLR todo ano é um caos pra saber se estamos elegíveis ou não, não temos uma média de valor pq a conta é sempre uma bagunça. Não existe um plano de cargos e salários bem desenhado para devs. A gente nunca sabe o que precisa pra sair de Dev I, para Dev II por exemplo.;negativo
Salário, benefícios, ambiente, gestão e liderança;positivo
Não tem nada a desejar nos contras;negativo
O salário é bom e o VR também, por conta do forte sindicato. Pessoas maravilhosas e tecnicamente incríveis.;positivo
A empresa é extremamente burocrática, decisões topdown inquestionáveis e ambiente de testes muito instável. Não paga hora extra, mas vai para banco de horas. O processo de promoção ou gratificação não é transparente.;negativo
Cultura jovial, ágil, tecnológica, inovadora e de crescimento acelerado.;positivo
Falta processos estruturados entre as áreas e gestão de pessoas competente.;negativo
Um bom ambiente de trabalho, colegas acessiveis e muito colaborativos.;positivo
na equipe de internacionalização do banco, os projetos e objetivos são interessantes, em conteúdo praticamente não há diálogo de um superior que só quer que o time cumpra tarefas e não seja estratégico ou criativo.;negativo
Os funcionários que lá estão.;positivo
Tudo gira em torno do ego da liderança, se vc faz parte de um grupo você tem oportunidades. Empresa não tem plano de carreira, não tem regras claras, não são transparentes, os líderes não reconhece seus liderados, há roubo de ideias e de entregas. Não respeitam o acordado, definem metas que não são cumpridas. Ambiente muito tóxico.;negativo
Ambiente favorável para o aprendizado e para o crescimento pessoal.;positivo
Falta de projeção para o futuro do funcionário.;negativo
Tranquila e sem muita agonia;positivo
Não tem plano de carreira bem definido;negativo
Bom VR, VA e funcionários;positivo
A empresa tem tomado medidas impopulares nos últimos tempos, com por exemplo a volta ao trabalho presencial de forma forçada sem um aviso prévio com justificativas superficiais como por exemplo uma cultura inexistente;negativo
 Bom ambiente de trabalho  Salário competitivo  Bons benefícios;positivo
Nenhum contra ate o momento;negativo
Flexibilidade, líder em técnologia, cultura;positivo
Burocracia, processos em definição, integração em áreas;negativo
É uma empresa em franca ascensão, com diversos projetos e bastante desafio. Ótimo lugar para aprender. Os gestores;positivo
Apesar de ser um ótimo lugar para aprender, as oportunidades de crescimento são escassas. A política de contratação parece ser totalmente contraditória em relação a de promoção, uma vez que as oportunidades em cargos mais altos sempre veem para pessoas que são contratadas e não para quem já trabalha.;negativo
Remuneração boa, bons benefícios, local de trabalho agradável. Boa localização.;positivo
Líderes muito jovens, sem preparo para liderar. Pouco reconhecimento e não vão se adaptar ao sistema remoto. Quantidade de trabalho excessivo.;negativo
Ótimo convívio e reconhecimento de funcionario.;positivo
Nada a reclamar. Empresa ótima de trabalhar;negativo
As pessoas são muito dispostas a ajudar, com boa vontade, companheiras e amigáveis.;positivo
Algumas pessoas se sentem superiores. Muitos cargos são distribuídos na base da amizade, o que estraga o clima de algumas equipes e não valoriza quem realmente merece ou é competente para o cargo.;negativo
Equipe muito boa o que faz o trabalho ser mais produtivo;positivo
Presencial forçado de uma hora para a outra, atrasos nas promoções;negativo
 Muitos desafios  Equipe super comunicativa  bons beneficios e outros coisas a mais;positivo
 Algumas lideranças não são boas;negativo
Ambiente ótimo de trabalhar. Comissiona podendo até dobrar o salário (125%);positivo
PLR ridícula. É muito serio.;negativo
Dinamica e agil, marca empregadora e time iovem;positivo
Nao tenho nada a declarar;negativo
Flexibilidade no trabalho e compreensão;positivo
Monopólio de cargos e falta de benefícios;negativo
Benefícios, profissionais qualificados e inovação;positivo
Abolir o home office mesmo para que os mostram excelente adaptação remota. Plano de carreira não aplicável;negativo
Muita inovação, abertos a melhorias e sugestões. Bom dialogo com superiores.;positivo
Não tem plano de carreira bem definido.;negativo
 Novas tecnologias  Sistema financeiro é bastante interessante  Oportunidade de crescimento  Vale refeição;positivo
